,car_name,variant,transmission,km_driven,owner_type,fuel_type,registeration,price,Date,year
716,Maruti Vitara Brezza,ZDI PLUS AMT,Automatic,36296,1st Owner,Diesel,HR-10,868000.0,2024-07-25,2018-01-01
717,Honda WR-V,1.5 i-DTEC VX MT,Manual,33770,1st Owner,Diesel,HR-26,1211000.0,2024-12-16,2021-01-01
718,Maruti CIAZ,DELTA 1.4 VVT AMT,Automatic,27530,1st Owner,Petrol,DL-1C,915000.0,2020-04-22,2018-01-01
719,Maruti Dzire,VXI,Manual,22766,1st Owner,Petrol,DL-12,633000.0,2018-12-20,2017-01-01
720,Maruti SWIFT,LXI,Manual,85032,1st Owner,Petrol,DL-2C,301000.0,2023-06-20,2012-01-01
721,Maruti New Wagon-R,LXI CNG (O) 1.0,Manual,63818,1st Owner,CNG,HR-26,558000.0,2018-02-02,2021-01-01
722,Maruti Ciaz,ALPHA 1.4 VVT AMT,Automatic,26218,1st Owner,Petrol,HR-26,890000.0,2022-08-09,2018-01-01
723,Mahindra Thar,LX PETROL HT 4WD AT,Automatic,5145,1st Owner,Petrol,DL-12,1654000.0,2018-09-11,2021-01-01
724,Hyundai Grand i10,MAGNA AT 1.2 KAPPA VTVT,Automatic,63382,1st Owner,Petrol,DL-8C,465000.0,2024-06-25,2016-01-01
725,Maruti Baleno,DELTA PETROL 1.2,Manual,33839,1st Owner,Petrol,UP-16,696000.0,2020-06-08,2021-01-01
726,HYUNDAI GRAND I10,ASTA 1.2 AT VTVT,Automatic,34900,2nd Owner,Petrol,DL-4C,481000.0,2018-10-09,2015-01-01
727,Renault Kiger,RXZ 1.0 MT,Manual,15991,1st Owner,Petrol,DL-3C,876000.0,2024-01-30,2021-01-01
728,HYUNDAI NEW SANTRO,SPORTZ MT,Manual,26239,1st Owner,Petrol,UP-32,485000.0,2025-05-23,2018-01-01
729,Hyundai Grand i10,MAGNA 1.2 VTVT,Manual,65155,1st Owner,CNG,HR-26,484000.0,2023-04-30,2018-01-01
730,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,43762,1st Owner,CNG,HR-83,513000.0,2025-05-31,2018-01-01
731,Ford Ecosport,1.5 TITANIUM SIGNATURE TI VCT (SUNROOF),Manual,34393,2nd Owner,CNG,HR-26,935000.0,2020-11-09,2018-01-01
733,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,56074,1st Owner,CNG,HR-30,546000.0,2023-11-17,2021-01-01
734,RENAULT Kiger,RXZ CVT 1.0 TURBO,Automatic,17191,1st Owner,Petrol,DL-3C,999000.0,2021-05-31,2021-01-01
736,Maruti Swift,LXI OPT,Manual,47934,1st Owner,Petrol,DL-2C,440000.0,2024-01-03,2016-01-01
737,Maruti IGNIS,ZETA 1.2 AMT,Automatic,39181,2nd Owner,Petrol,HR-29,546000.0,2018-03-18,2017-01-01
738,Maruti Ciaz,ZETA 1.5 SHVS MT PETROL,Manual,17178,1st Owner,Petrol,DL-8C,962000.0,2022-01-04,2021-01-01
739,Datsun Redi Go,T (O),Manual,30224,1st Owner,Petrol,DL-8C,304000.0,2021-11-02,2018-01-01
740,Maruti Swift,VXI AMT,Automatic,16554,1st Owner,Petrol,DL-1C,657000.0,2024-06-20,2018-01-01
741,Tata TIGOR,XZ PLUS 1.2 REVOTRON,Manual,18102,1st Owner,Petrol,HR-51,685000.0,2023-06-13,2020-01-01
742,Tata ALTROZ,XZ 1.2,Manual,23776,1st Owner,Petrol,DL-9C,749000.0,2021-11-21,2020-01-01
743,Renault Kiger,RXZ 1.0 TURBO MT DUAL TONE,Manual,6835,1st Owner,Petrol,UP-14,948000.0,2021-04-07,2021-01-01
744,Honda City,1.5L I-VTEC SV,Manual,26285,1st Owner,Petrol,DL-3C,607000.0,2021-12-29,2014-01-01
745,Maruti Alto 800,LXI,Manual,25026,1st Owner,Petrol,DL-5C,315000.0,2018-07-23,2018-01-01
746,Maruti ALTO,LXI CNG,Manual,28914,1st Owner,CNG,UP-14,493000.0,2021-06-07,2021-01-01
747,Tata Safari,XZA+  KRYOTEC,Automatic,16533,1st Owner,Diesel,HR-10,2080000.0,2018-01-15,2021-01-01
748,Maruti New Wagon-R,1.0 Lxi (o) cng,Manual,53118,1st Owner,CNG,HR-26,545000.0,2025-02-20,2019-01-01
749,Mahindra Thar,LX PETROL HT 4WD AT,Automatic,8373,1st Owner,Petrol,DL-2C,1638000.0,2022-11-02,2021-01-01
750,Maruti Baleno,SIGMA PETROL 1.2,Manual,13066,1st Owner,Petrol,HR-29,632000.0,2018-11-27,2021-01-01
751,Maruti New Wagon-R,1.0 Lxi (o) cng,Manual,20677,1st Owner,CNG,DL-6C,608000.0,2021-11-06,2021-01-01
752,Maruti New Wagon-R,1.0 Lxi (o) cng,Manual,92418,1st Owner,CNG,DL-12,537000.0,2021-08-14,2019-01-01
753,Maruti Vitara Brezza,ZDI AMT,Automatic,87576,1st Owner,Diesel,HR-87,854000.0,2020-08-29,2019-01-01
754,Renault TRIBER,1.0 RXZ,Manual,18132,1st Owner,Petrol,DL-3C,766000.0,2019-12-05,2021-01-01
755,Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT CNG,Manual,26081,1st Owner,CNG,HR-26,719000.0,2023-11-24,2021-01-01
756,Tata NEXON,XZA PLUS PETROL,Automatic,7074,1st Owner,Petrol,DL-3C,1054000.0,2024-05-17,2019-01-01
757,Hyundai NEW SANTRO,SPORTZ CNG,Manual,63793,1st Owner,CNG,HR-26,552000.0,2021-02-12,2019-01-01
758,Maruti Swift,VXI,Manual,69859,1st Owner,Petrol,DL-1C,406000.0,2019-10-21,2014-01-01
759,Renault Kwid,RXT Opt,Manual,26678,1st Owner,Petrol,HR-26,384000.0,2018-05-29,2019-01-01
760,HONDA CITY,1.5L I-VTEC V MT 4TH GEN,Manual,14215,1st Owner,Petrol,UP-14,1132000.0,2021-06-20,2022-01-01
761,Maruti Alto,VXI,Manual,8664,1st Owner,Petrol,DL-3C,361000.0,2018-08-06,2021-01-01
762,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,62629,1st Owner,CNG,DL-8C,572000.0,2021-04-26,2020-01-01
763,Renault Kwid,RXT,Manual,16602,1st Owner,Petrol,UP-15,400000.0,2018-04-23,2019-01-01
764,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,22185,1st Owner,CNG,DL-8C,598000.0,2022-04-21,2021-01-01
765,HYUNDAI GRAND I10,ASTA AT 1.2 KAPPA VTVT,Automatic,60308,2nd Owner,Petrol,HR-51,487000.0,2018-08-12,2015-01-01
767,Maruti Baleno,DELTA PETROL 1.2,Manual,10915,1st Owner,Petrol,HR-26,724000.0,2025-01-01,2021-01-01
768,Maruti S Cross,ALPHA AT SMART HYBRID,Automatic,23160,1st Owner,Petrol,HR-51,1121000.0,2023-03-27,2020-01-01
769,Renault TRIBER,RXZ AMT,Automatic,4196,1st Owner,Petrol,DL-12,918000.0,2023-12-15,2022-01-01
770,Maruti Swift,LXI,Manual,20810,2nd Owner,Petrol,DL-1C,582000.0,2021-01-25,2020-01-01
771,HYUNDAI ELITE I20,ASTA 1.2,Manual,33624,1st Owner,Petrol,UP-80,589000.0,2020-11-20,2015-01-01
772,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,57715,1st Owner,CNG,HR-13,546000.0,2018-12-02,2020-01-01
773,Maruti Baleno,ZETA PETROL 1.2,Manual,34496,1st Owner,Petrol,HR-29,650000.0,2022-11-30,2019-01-01
774,Maruti SWIFT,LXI,Manual,10616,1st Owner,Petrol,DL-1C,551000.0,2024-04-29,2019-01-01
775,Hyundai TUCSON NEW,2WD MT PETROL,Manual,42864,1st Owner,Petrol,HR-26,1687000.0,2019-05-24,2018-01-01
776,Hyundai GRAND I10 NIOS,SPORTZ PETROL,Manual,21706,1st Owner,Petrol,HR-36,628000.0,2024-03-22,2020-01-01
777,Maruti S Cross,ALPHA 1.5,Manual,5574,1st Owner,Petrol,UP-14,1165000.0,2021-11-11,2020-01-01
778,Maruti Baleno,DELTA CVT PETROL 1.2,Automatic,20889,1st Owner,Petrol,HR-26,617000.0,2024-07-20,2017-01-01
779,Renault Kiger,RXZ 1.0 MT,Manual,14272,1st Owner,Petrol,HR-51,822000.0,2021-07-08,2021-01-01
780,Hyundai NEW SANTRO,SPORTZ EXECUTIVE CNG,Manual,53039,1st Owner,CNG,DL-7C,581000.0,2023-03-24,2021-01-01
781,HYUNDAI VENUE,SX 1.0 (O) TURBO,Manual,11936,1st Owner,Petrol,UP-32,1170000.0,2022-09-12,2021-01-01
782,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,72103,1st Owner,CNG,HR-26,547000.0,2022-05-14,2019-01-01
783,Maruti Alto 800,LXI,Manual,61606,1st Owner,Petrol,DL-2C,280000.0,2025-03-21,2016-01-01
784,Maruti Celerio,ZXI PLUS,Manual,10723,1st Owner,Petrol,UP-63,667000.0,2023-10-28,2021-01-01
785,HONDA CITY,S MT PETROL,Manual,38002,1st Owner,Petrol,UP-14,536000.0,2025-05-06,2013-01-01
786,Maruti Baleno,DELTA PETROL 1.2,Manual,10440,1st Owner,Petrol,HR-87,713000.0,2022-08-21,2021-01-01
787,HYUNDAI GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT CNG,Manual,34714,1st Owner,CNG,HR-98,749000.0,2020-05-01,2021-01-01
788,Maruti Swift,VXI,Manual,46247,2nd Owner,Petrol,HR-26,376000.0,2022-05-16,2014-01-01
789,Maruti Alto,VXI PLUS,Manual,12642,1st Owner,Petrol,UP-14,405000.0,2019-12-14,2020-01-01
790,Renault Kwid,RXL,Manual,20053,1st Owner,Petrol,HR-30,360000.0,2024-04-23,2019-01-01
791,Maruti S PRESSO,VXI,Manual,5239,1st Owner,Petrol,DL-2C,441000.0,2019-06-15,2020-01-01
792,HYUNDAI NEW SANTRO,SPORTZ CNG,Manual,68865,1st Owner,CNG,DL-3C,540000.0,2024-04-06,2019-01-01
793,HYUNDAI GRAND I10,MAGNA AT 1.2 KAPPA VTVT,Automatic,32033,1st Owner,Petrol,DL-9C,668000.0,2020-03-23,2019-01-01
794,Honda Amaze,1.2 V CVT I VTEC,Automatic,45245,1st Owner,Petrol,HR-51,771000.0,2024-07-31,2019-01-01
795,Maruti BALENO,DELTA PETROL 1.2,Manual,29984,1st Owner,Petrol,HR-51,610000.0,2018-08-25,2018-01-01
796,Maruti Swift,ZXI,Manual,47073,1st Owner,Petrol,DL-8C,361000.0,2021-06-06,2012-01-01
797,Honda Amaze,1.2 S CVT I VTEC SPECIAL EDITION,Automatic,37158,1st Owner,Petrol,UP-16,789000.0,2020-06-11,2020-01-01
798,TATA ALTROZ,XZ 1.2,Manual,24268,1st Owner,Petrol,HR-26,758000.0,2019-11-13,2020-01-01
799,Hyundai GRAND I10 NIOS,SPORTZ CNG MT,Manual,28955,1st Owner,CNG,UP-16,697000.0,2020-04-16,2021-01-01
800,Maruti SWIFT,ZXI,Manual,22536,1st Owner,Petrol,DL-2C,376000.0,2021-02-28,2012-01-01
801,Maruti SWIFT,LXI,Manual,51460,1st Owner,Petrol,HR-76,589000.0,2025-01-27,2021-01-01
802,Maruti CELERIO,ZXI OPT AMT,Automatic,29095,2nd Owner,Petrol,DL-8C,428000.0,2022-11-23,2016-01-01
803,Hyundai Grand i10,MAGNA 1.2 KAPPA VTVT,Manual,40850,1st Owner,Petrol,HR-29,514000.0,2021-08-11,2018-01-01
804,Maruti Baleno,DELTA PETROL 1.2,Manual,86292,1st Owner,Petrol,HR-51,536000.0,2025-01-13,2016-01-01
805,Maruti SWIFT,VXI,Manual,36358,1st Owner,Petrol,DL-2C,347000.0,2025-03-31,2013-01-01
806,Tata ALTROZ,XT 1.5 RTQ,Manual,16973,1st Owner,Diesel,DL-10,811000.0,2024-04-24,2021-01-01
807,Renault Kwid,RXL,Manual,25519,2nd Owner,Petrol,HR-07,350000.0,2021-10-24,2019-01-01
808,Renault Kwid,RXL,Manual,26260,1st Owner,Petrol,DL-3C,407000.0,2022-08-19,2020-01-01
809,Honda Jazz,1.2 S MT,Manual,32287,1st Owner,Petrol,HR-51,488000.0,2022-07-24,2017-01-01
810,Maruti Dzire,VXI,Manual,30444,1st Owner,Petrol,HR-76,698000.0,2022-08-17,2019-01-01
811,Maruti Alto 800,LXI,Manual,8736,1st Owner,Petrol,DL-8C,340000.0,2022-12-13,2018-01-01
812,Maruti SWIFT,LXI,Manual,63772,1st Owner,Petrol,UP-37,567000.0,2022-10-15,2019-01-01
813,Maruti Ciaz,DELTA 1.4 MT PETROL,Manual,63864,2nd Owner,Petrol,HR-05,651000.0,2019-03-13,2017-01-01
814,Maruti IGNIS,ZETA 1.2,Manual,46300,1st Owner,Petrol,HR-51,641000.0,2021-01-07,2020-01-01
815,Renault Kwid,1.0 RXT Opt,Manual,17931,1st Owner,Petrol,UP-16,468000.0,2020-02-25,2021-01-01
816,Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT CNG,Manual,96192,1st Owner,CNG,HR-12,668000.0,2024-02-03,2021-01-01
817,TATA HEXA,Varicor 400 XM,Manual,43895,1st Owner,Diesel,HR-26,1334000.0,2022-05-21,2019-01-01
818,Renault Kiger,RXZ CVT 1.0 TURBO,Automatic,9698,1st Owner,Petrol,DL-3C,1128000.0,2020-07-14,2021-01-01
819,Maruti Swift,LXI,Manual,13121,1st Owner,Petrol,DL-2C,572000.0,2025-03-09,2019-01-01
820,Maruti CIAZ,ZETA AT 1.5  SHVS PETROL,Automatic,31350,2nd Owner,Petrol,DL-12,869000.0,2022-02-18,2018-01-01
821,HYUNDAI NEW SANTRO,SPORTZ EXECUTIVE MT CNG,Manual,39295,1st Owner,CNG,DL-9C,637000.0,2022-01-01,2021-01-01
823,FORD ECOSPORT,1.5 TITANIUM TI VCT,Manual,21803,1st Owner,Petrol,UP-16,703000.0,2020-11-07,2017-01-01
824,Maruti Swift,VXI,Manual,22705,1st Owner,Petrol,DL-3C,417000.0,2019-05-24,2014-01-01
825,Maruti IGNIS,DELTA 1.2 AMT,Automatic,24588,2nd Owner,Petrol,HR-26,580000.0,2018-06-16,2018-01-01
826,Maruti Baleno,DELTA PETROL 1.2,Manual,47728,1st Owner,Petrol,HR-26,617000.0,2023-05-12,2019-01-01
827,Honda Amaze,1.2L I-VTEC S,Manual,52212,1st Owner,Petrol,DL-1C,623000.0,2018-11-22,2018-01-01
828,HONDA CITY,VX CVT PETROL,Automatic,29589,2nd Owner,Petrol,DL-4C,1226000.0,2020-05-21,2020-01-01
829,Maruti New Wagon-R,1.0 Lxi (o) cng,Manual,31413,1st Owner,CNG,DL-5C,605000.0,2021-02-16,2021-01-01
830,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,58736,1st Owner,CNG,DL-2C,526000.0,2024-03-07,2019-01-01
831,Maruti Swift Dzire,ZXI 1.2 BS IV,Manual,46500,2nd Owner,Petrol,HR-26,431000.0,2020-09-22,2014-01-01
832,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,45156,1st Owner,CNG,DL-9C,565000.0,2019-12-15,2020-01-01
833,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,95737,1st Owner,CNG,DL-2C,545000.0,2021-08-10,2019-01-01
834,Renault Kiger,RXZ 1.0 TURBO MT,Manual,9759,1st Owner,Petrol,DL-3C,1041000.0,2021-07-21,2021-01-01
835,HYUNDAI NEW SANTRO,SPORTZ CNG,Manual,59157,1st Owner,CNG,HR-26,556000.0,2023-11-12,2019-01-01
836,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,36330,1st Owner,CNG,DL-2C,569000.0,2018-07-13,2020-01-01
837,TOYOTA URBAN CRUISER,MID GRADE MT,Manual,39032,1st Owner,Petrol,HR-26,888000.0,2019-05-18,2021-01-01
838,HYUNDAI I10,MAGNA 1.1,Manual,71103,2nd Owner,Petrol,DL-9C,321000.0,2020-01-26,2015-01-01
839,Hyundai Tucson New,2WD MT PETROL,Manual,86933,2nd Owner,Petrol,UP-14,1412000.0,2022-02-14,2018-01-01
840,Honda Jazz,1.2 V AT,Automatic,60707,1st Owner,Petrol,HR-26,631000.0,2023-02-25,2017-01-01
841,Maruti Alto 800,LXI,Manual,26057,1st Owner,Petrol,HR-26,299000.0,2019-03-18,2016-01-01
842,Renault Kwid,1.0 RXT Opt AT,Automatic,10601,1st Owner,Petrol,DL-3C,499000.0,2018-02-24,2021-01-01
843,Hyundai GRAND I10 NIOS,SPORTZ 1.2 KAPPA VTVT CNG,Manual,22393,1st Owner,CNG,DL-12,773000.0,2019-10-10,2021-01-01
844,Hyundai Grand i10,MAGNA 1.2 VTVT,Manual,46115,2nd Owner,Petrol,DL-3C,371000.0,2020-03-30,2014-01-01
845,Maruti Alto,LXI,Manual,16722,1st Owner,Petrol,DL-8C,370000.0,2020-02-06,2020-01-01
846,Hyundai NEW SANTRO,SPORTZ EXECUTIVE CNG,Manual,78260,1st Owner,CNG,HR-36,582000.0,2020-11-06,2021-01-01
847,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,36344,1st Owner,CNG,HR-29,617000.0,2025-04-17,2021-01-01
848,HYUNDAI NEW SANTRO,SPORTZ CNG,Manual,39950,1st Owner,CNG,DL-12,560000.0,2019-08-15,2019-01-01
849,Maruti New Wagon-R,1.0 Lxi (o) cng,Manual,95900,1st Owner,CNG,HR-26,511000.0,2022-12-29,2020-01-01
850,Mahindra Thar,LX PETROL HT 4WD AT,Automatic,18575,1st Owner,Petrol,HR-26,1524000.0,2022-02-13,2021-01-01
851,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,45694,1st Owner,CNG,HR-35,568000.0,2020-10-02,2020-01-01
852,Renault Kwid,1.0 RXT Opt,Manual,49798,1st Owner,Petrol,HR-26,409000.0,2020-12-14,2019-01-01
853,Tata ALTROZ,XZ 1.2,Manual,18728,1st Owner,Petrol,DL-2C,758000.0,2018-12-15,2020-01-01
854,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,31364,1st Owner,CNG,HR-29,557000.0,2020-06-07,2021-01-01
855,MAHINDRA XUV500,W11(O),Manual,49280,1st Owner,Diesel,HR-26,1654750.0,2020-07-26,2020-01-01
856,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,53085,1st Owner,CNG,HR-29,552000.0,2021-02-13,2019-01-01
857,Hyundai i10,SPORTZ 1.2 KAPPA2,Manual,61649,2nd Owner,Petrol,HR-26,296000.0,2019-11-10,2013-01-01
858,Hyundai Grand i10,MAGNA 1.2 VTVT,Manual,48006,1st Owner,Petrol,DL-8C,397000.0,2018-04-15,2014-01-01
859,Honda City,1.5L I-VTE V CVT,Automatic,31071,1st Owner,Petrol,HR-51,1027000.0,2023-05-18,2018-01-01
860,Toyota Glanza,V MT PETROL,Manual,35203,1st Owner,Petrol,HR-26,886000.0,2018-01-02,2021-01-01
861,Renault Kwid,RXL,Manual,26980,1st Owner,Petrol,DL-12,368000.0,2020-03-10,2019-01-01
862,Maruti S Cross,ALPHA 1.5,Manual,29648,2nd Owner,Petrol,UP-16,1094000.0,2024-10-24,2020-01-01
863,Maruti Baleno,ALPHA PETROL 1.2,Manual,19503,2nd Owner,Petrol,HR-26,850000.0,2023-06-28,2021-01-01
864,TATA ALTROZ,XZ 1.2,Manual,23053,1st Owner,Petrol,HR-26,724000.0,2025-05-05,2020-01-01
865,Maruti ALTO 800,LXI,Manual,21304,2nd Owner,Petrol,UP-37,304000.0,2019-07-11,2018-01-01
866,TOYOTA YARIS,G MT,Manual,37270,1st Owner,Petrol,UP-32,1170000.0,2018-09-23,2020-01-01
867,Maruti S PRESSO,VXI PLUS,Manual,119,1st Owner,Petrol,HR-26,472000.0,2022-05-08,2021-01-01
868,Maruti Alto,LXI CNG,Manual,45138,1st Owner,CNG,DL-9C,415000.0,2023-09-08,2021-01-01
869,Tata ALTROZ,XZ 1.5 RTQ,Manual,33411,1st Owner,Diesel,UP-14,883000.0,2020-02-22,2021-01-01
870,Hyundai Creta,1.6 S,Manual,62663,2nd Owner,Petrol,DL-9C,817000.0,2024-01-17,2016-01-01
871,Maruti Alto 800,LXI,Manual,24796,1st Owner,Petrol,HR-29,336000.0,2018-01-26,2018-01-01
872,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,51129,1st Owner,CNG,HR-51,533000.0,2018-10-28,2020-01-01
873,Honda City,V MT PETROL,Manual,25148,1st Owner,Petrol,HR-12,987000.0,2023-06-30,2020-01-01
874,Maruti Celerio,VXI CNG OPT,Manual,50029,2nd Owner,CNG,HR-26,525000.0,2025-02-07,2020-01-01
875,Maruti ALTO,VXI,Manual,13180,1st Owner,Petrol,HR-29,410000.0,2022-03-24,2022-01-01
876,Hyundai NEW SANTRO,SPORTZ CNG,Manual,38298,1st Owner,CNG,DL-5C,558000.0,2021-02-28,2019-01-01
877,Toyota Glanza,G ISG,Manual,26014,1st Owner,Petrol,DL-1C,858000.0,2024-12-11,2020-01-01
878,Hyundai NEW SANTRO,SPORTZ EXECUTIVE MT CNG,Manual,2077,1st Owner,CNG,DL-9C,631000.0,2022-02-11,2022-01-01
879,Maruti Swift,ZXI PLUS,Manual,39682,1st Owner,Petrol,UP-14,739000.0,2022-05-21,2019-01-01
880,Hyundai NEW SANTRO,MAGNA,Manual,25411,1st Owner,Petrol,HR-26,462000.0,2025-03-15,2019-01-01
881,Honda Jazz,1.2L I-VTEC V AT,Automatic,25244,1st Owner,Petrol,HR-51,646000.0,2023-01-27,2017-01-01
882,Maruti Celerio,VXI AMT,Automatic,46562,1st Owner,Petrol,HR-51,438000.0,2021-11-18,2015-01-01
883,Maruti Alto,VXI,Manual,21969,1st Owner,Petrol,DL-6C,413000.0,2019-11-29,2021-01-01
884,Tata ALTROZ,XZ 1.2,Manual,23268,1st Owner,Petrol,DL-12,766000.0,2019-04-21,2020-01-01
885,Maruti Swift,LXI,Manual,54148,2nd Owner,Petrol,DL-9C,517000.0,2024-02-01,2018-01-01
886,KIA SONET,GTX + 1.0 IMT,Manual,12461,1st Owner,Petrol,DL-10,1319000.0,2020-11-28,2020-01-01
887,Hyundai VENUE,SX (O) 1.5 CRDI,Manual,57123,1st Owner,Diesel,HR-51,1001000.0,2021-08-18,2019-01-01
888,Maruti Alto 800,LXI,Manual,18750,1st Owner,Petrol,DL-3C,314000.0,2020-02-20,2018-01-01
889,Maruti Baleno,ALPHA PETROL 1.2,Manual,13748,1st Owner,Petrol,UP-62,880000.0,2021-03-20,2021-01-01
890,Maruti Celerio,VXI CNG OPT,Manual,71910,1st Owner,CNG,HR-13,506000.0,2018-06-24,2019-01-01
891,Mahindra Thar,LX D 4*4 MT HT,Manual,17312,1st Owner,Diesel,HR-51,1599000.0,2021-10-20,2021-01-01
892,Hyundai Creta,1.6 S,Manual,27923,1st Owner,Petrol,UP-32,791000.0,2021-11-13,2015-01-01
893,Mahindra Thar,LX PETROL HT 4WD AT,Automatic,11551,1st Owner,Petrol,HR-70,1528000.0,2021-02-23,2021-01-01
894,Renault Kiger,RXZ CVT 1.0 TURBO,Automatic,2461,1st Owner,Petrol,UP-16,990000.0,2023-02-17,2021-01-01
895,Maruti ALTO,LXI CNG,Manual,30310,1st Owner,CNG,HR-26,438000.0,2021-07-08,2021-01-01
896,Maruti New Wagon-R,LXI CNG 1.0 L,Manual,31387,2nd Owner,CNG,HR-87,567000.0,2024-04-25,2020-01-01
897,KIA SONET,GTX PLUS DCT 1.0,Manual,12835,1st Owner,Petrol,HR-26,1271000.0,2022-08-02,2020-01-01
898,Maruti Swift,ZXI,Manual,79489,1st Owner,Petrol,HR-26,293000.0,2019-05-24,2011-01-01
